,acousticness,danceability,instrumentalness,valence,energy,target
"Bubble_Butt_[Radio_Mix]_[feat._Bruno_Mars,_2_Chainz,_Tyga_&_Mystic]***Major_Lazer",0.00845,0.799,0.0143,0.378,0.605,1
Wop_(Official_Version)***J._Dash,0.00968,0.836,0.0,0.658,0.817,1
Don’t_Drop_That_Thun_Thun***Finatticz,0.0613,0.931,0.0,0.614,0.415,1
Give_It_Away***Red_Hot_Chili_Peppers,0.00579,0.683,0.00108,0.78,0.989,1
Wakin_on_a_Pretty_Day***Kurt_Vile,0.0472,0.379,0.748,0.529,0.782,1
Hulk_(Dillon_Francis_Remix)***Clockwork,0.000289,0.771,0.602,0.372,0.949,1
Dill_the_Noise***Dillon_Francis_and_Kill_The_Noise,0.000183,0.695,0.439,0.424,0.792,1
Dead_Sound***The_Raveonettes,0.000258,0.375,0.694,0.394,0.804,1
Rvtchet_Bitch***Brillz_&_Teddy_Tuxedo,0.00533,0.421,0.332,0.0951,0.8,1
Swing***Savage,0.0216,0.886,0.0,0.823,0.474,1
You_&_Me_-_Baauer_Remix***Disclosure,0.0597,0.65,0.325,0.667,0.985,1
Next_Order***Dog_Blood,0.0155,0.76,0.85,0.294,0.944,1
It's_You***Duck_Sauce,0.0645,0.824,0.0707,0.846,0.883,1
m.A.A.d_city***Kendrick_Lamar,0.0553,0.482,2.07e-06,0.222,0.72,1
Bounce_It***Juicy_J,0.00778,0.786,0.0,0.502,0.604,1
Pu$$y_Magnet_(feat._Keayshawn)***Roach_Gigz,0.00842,0.853,0.0,0.566,0.578,1
Fashion_Killa***A$AP_Rocky,0.315,0.794,0.0,0.821,0.82,1
I_Wanna_Be_With_You***DJ_Khaled,0.114,0.725,0.0,0.432,0.661,1
Gas_Pedal_(feat._IamSu)***Sage_The_Gemini,0.025,0.854,0.0,0.492,0.46,1
Red_Nose***Sage_The_Gemini,0.436,0.862,0.0,0.766,0.364,1
"U.O.E.N.O._Remix_(feat._Future,_Wiz_Khalifa)***Rocko",0.461,0.432,0.0,0.675,0.703,1
VERSACE***Flap_Jack,0.0235,0.847,0.0,0.338,0.713,1
Strictly_4_My_Jeeps***Action_Bronson,0.444,0.654,0.0,0.464,0.794,1
The_Giver_-_Original_Mix***Duke_Dumont,0.000134,0.701,0.000137,0.372,0.914,1
Lean_&_Bounce***Duke_Dumont,0.00264,0.844,0.865,0.635,0.728,1
Swishas_and_Dosha_-_Main_Version_-_Clean***UGK,0.155,0.582,0.0,0.67,0.884,1
Players_Anthem***UGK,0.0352,0.697,0.0,0.672,0.682,1
"Hold_On,_We're_Going_Home***Drake",0.003,0.766,3.49e-05,0.346,0.453,1
Living***2_Chainz,0.426,0.872,0.000789,0.653,0.541,1
Taylor_Gang_-_Bonus_Track***Wiz_Khalifa,0.0152,0.621,0.0,0.524,0.813,1
I'm_A_Martian***Brian_Pumper,0.311,0.675,0.0,0.508,0.617,1
The_Drop***Bro_Safari,0.104,0.689,0.0376,0.544,0.879,1
Drippin***MiM0SA,0.011,0.63,0.082,0.231,0.664,1
Heaven***TR/ST,0.00246,0.514,0.0285,0.551,0.75,1
I_Need_You***Glass_Figure,0.0557,0.599,0.00018,0.108,0.677,1
From_Nowhere***Dan_Croll,0.0281,0.64,8.01e-05,0.664,0.888,1
I_Follow_Rivers***Lykke_Li,0.475,0.599,0.00153,0.609,0.533,1
L'Amour_Parfait***Yelle,0.356,0.667,0.00393,0.824,0.901,1
Northern_Lights***Kate_Boy,0.109,0.742,0.0239,0.687,0.77,1
Shabba***A$AP_Ferg,0.0938,0.874,0.0,0.444,0.704,1
Work***A$AP_Ferg,0.152,0.726,0.683,0.574,0.834,1
Work_REMIX***A$AP_Ferg,0.0247,0.834,0.0,0.308,0.732,1
The_Way_We_Are***Kate_Boy,0.00469,0.712,0.0412,0.831,0.865,1
"U.O.E.N.O._(feat._Rick_Ross,_Future)***Rocko",0.422,0.422,0.0,0.668,0.641,1
Now_You_Do***A-1,0.268,0.651,0.0,0.418,0.773,1
Holding_On_-_Jerome_LOL_Remix***Classixx,0.00142,0.728,0.229,0.668,0.77,1
Music_Is_the_Answer_-_Original_Extended_12-Inch_Mix***Celeda,0.0296,0.907,0.0265,0.363,0.643,1
Test_Me_-_UZ_Remix***Flosstradamus_&_DJ_Sliink,0.00255,0.855,2.95e-05,0.525,0.898,1
Test_Me***Flosstradamus_&_DJ_Sliink,0.000901,0.769,0.0,0.323,0.792,1
No_New_Friends_-_SFTB_Remix***DJ_Khaled,0.00525,0.7,0.0,0.227,0.675,1
R.I.P.***Jeezy,0.0215,0.825,0.0,0.424,0.489,1
Baby_Blue***Badfinger,0.015,0.607,0.118,0.517,0.913,1
Dip***Danny_Brown,0.0193,0.751,0.0,0.657,0.882,1
25_Bucks_[feat._Purity_Ring]***Danny_Brown,0.32,0.723,0.0,0.261,0.848,1
Fascism***Sam_Sparro,0.00152,0.626,0.0551,0.728,0.888,1
Marc_Jacobs***Riff_Raff,0.00723,0.743,0.0,0.398,0.633,1
One_Of_Us_-_Original_Mix***Iron_Galaxy_&_Sexlife,0.224,0.752,0.931,0.564,0.767,1
Can_We_Go_Up?***Paper_Diamond,0.000768,0.66,0.0389,0.661,0.763,1
This_Lonely_Morning***Best_Coast,0.00144,0.211,0.000732,0.395,0.963,1
Time_Has_Come_Today***The_Chambers_Brothers,0.0252,0.528,0.0894,0.428,0.514,1
Sad_Eyes***Crystal_Castles,4.91e-05,0.442,0.293,0.274,0.797,1
Wearing_My_Rolex_-_Radio_Edit***Wiley,0.0468,0.876,0.000482,0.758,0.716,1
Need_U_(100%)_[feat._A*M*E]_[Radio_Edit]***Duke_Dumont,0.00174,0.67,0.00168,0.46,0.848,1
Stoned_and_Starving***Parquet_Courts,0.268,0.237,0.843,0.308,0.89,1
Reflektor***Arcade_Fire,0.0438,0.59,0.0155,0.663,0.721,1
Jack***Breach,0.000334,0.907,0.425,0.614,0.616,1
Tennis_Court***Lorde,0.0175,0.764,0.000161,0.404,0.547,1
Primetime_(feat._Miguel)***Janelle_Monáe,0.0426,0.667,0.00649,0.338,0.465,1
"Hold_On,_We're_Going_Home***Drake",0.00349,0.772,2.4e-05,0.287,0.407,1
Hannah_Hunt***Vampire_Weekend,0.717,0.345,0.000822,0.166,0.313,1
Latch***Disclosure,0.0151,0.502,0.000119,0.529,0.732,1
Play_by_Play***Autre_Ne_Veut,0.03,0.35,0.0,0.107,0.844,1
I_Blame_Myself***Sky_Ferreira,0.344,0.69,0.0,0.821,0.737,1
Sunday***Earl_Sweatshirt,0.278,0.716,1.98e-06,0.915,0.568,1
Step***Vampire_Weekend,0.591,0.624,7.79e-06,0.62,0.724,1
You're_Not_Good_Enough***Blood_Orange,0.189,0.74,0.00128,0.574,0.798,1
Strandbar_(disko)***Todd_Terje,0.0543,0.81,0.957,0.778,0.949,1
Open***Rhye,0.886,0.574,0.0817,0.226,0.324,1
Falling***HAIM,0.076,0.741,4.89e-05,0.31,0.894,1
White_Noise***Disclosure,0.00963,0.667,0.000213,0.895,0.848,1
Bumpy_Road***Destruction_Unit,0.000195,0.122,0.713,0.0957,0.913,1
Shabba***A$AP_Ferg,0.0715,0.869,0.0,0.458,0.712,1
Work_REMIX***A$AP_Ferg,0.0246,0.841,0.0,0.291,0.733,1
Dope***Tyga,0.0116,0.816,0.0,0.373,0.543,1
Here_Comes_The_Night_Time_II***Arcade_Fire,0.649,0.288,0.712,0.0733,0.394,1
Warm_In_The_Winter***Glass_Candy,0.0392,0.57,0.177,0.039,0.742,1
Don't_Let_It_Get_to_Your_Head***Black_Harmony,0.00626,0.807,0.0288,0.674,0.634,1
We_Fall_Down***ASTR,0.0086,0.656,0.0923,0.0933,0.787,1
R_U_With_Me***ASTR,0.0152,0.333,0.0,0.338,0.789,1
Blue_Hawaii***ASTR,0.064,0.652,2.87e-05,0.488,0.744,1
Razor***ASTR,0.000986,0.771,0.0161,0.66,0.857,1
Stay***Rihanna,0.949,0.619,5.42e-05,0.0968,0.324,1
The_Sound_Of_San_Francisco_-_Progressive_Album_Mix***Global_Deejays,0.000483,0.701,0.00223,0.501,0.829,1
Sunshine_Of_Your_Love***Cream,0.503,0.683,5.26e-05,0.771,0.478,1
Somebody_to_Love***Jefferson_Airplane,0.364,0.507,0.0127,0.559,0.63,1
San_Francisco_(Be_Sure_to_Wear_Flowers_In_Your_Hair)_-_Single_Version***Scott_McKenzie,0.514,0.529,0.00821,0.464,0.645,1
White_Rabbit***Jefferson_Airplane,0.351,0.561,0.0311,0.297,0.329,1
Pleasure_Power_(DJ_Smash_Disco_Remix)***Afrolicious,0.000294,0.827,0.543,0.341,0.462,1
Bound_2***Kanye_West,0.134,0.359,0.0,0.296,0.662,1
Drunk_in_Love***Beyoncé,0.00969,0.589,0.00104,0.398,0.621,1
Viol_-_Original_Mix***Gesaffelstein,7.59e-05,0.597,0.825,0.199,0.839,1
Good_Mistake***Mr_Little_Jeans,0.00778,0.677,0.477,0.912,0.64,1
Runaway***Mr_Little_Jeans,0.0261,0.556,0.0163,0.508,0.722,1
Fall_In_Love***Phantogram,0.0416,0.348,0.0,0.261,0.856,1
You’re_Not_The_One***Sky_Ferreira,0.00207,0.468,0.00329,0.814,0.971,1
Sacrilege***Yeah_Yeah_Yeahs,0.162,0.529,0.00199,0.456,0.95,1
Collard_Greens***ScHoolboy_Q,0.0233,0.824,8.19e-06,0.669,0.572,1
Hell_Of_A_Night***ScHoolboy_Q,0.37,0.645,0.0,0.176,0.836,1
1977***Ana_Tijoux,0.00392,0.683,0.000441,0.593,0.692,1
Latino_&_Proud***DJ_Raff,0.14,0.85,0.000893,0.963,0.534,1
Move_That_Dope***Future,0.0796,0.868,0.0,0.314,0.627,1
Slasherr***Rustie,0.00135,0.702,0.896,0.583,0.74,1
Outlines***AlunaGeorge,0.858,0.741,0.000522,0.444,0.449,1
Platoon***Jungle,0.464,0.655,0.877,0.696,0.704,1
Man_Of_The_Year***ScHoolboy_Q,0.00539,0.749,0.0,0.355,0.857,1
Spacer_Woman_-_Vocal***Charlie,0.00011,0.742,0.607,0.391,0.965,1
Nobody_Else_-_Original_Mix***Dusky,0.000595,0.805,0.889,0.533,0.79,1
Stoner***Young_Thug,0.421,0.876,1.16e-06,0.618,0.675,1
Elevate***St._Lucia,0.00767,0.541,0.000765,0.721,0.982,1
Independent_-_House_Remix***Hoodfellas,0.112,0.857,0.000157,0.709,0.981,1
Au_Seve***Julio_Bashmore,0.000518,0.771,0.901,0.591,0.963,1
Synchronize***Discodeine,0.0235,0.761,0.00972,0.948,0.478,1
Don't_Miss***The_Alexanders,0.00204,0.805,0.595,0.713,0.879,1
Coucou_disco***Dim_Sum,0.00118,0.682,0.622,0.324,0.953,1
Vowel_Play_-_Original***Them_Jeans,0.000725,0.801,0.91,0.817,0.718,1
The_Devil_Is_A_Lie***Rick_Ross,0.00188,0.661,0.0,0.615,0.837,1
North_North***Project_Pat,0.0454,0.895,0.0,0.696,0.783,1
Temporary_View***SBTRKT,0.548,0.706,0.000313,0.246,0.707,1
"III._Telegraph_Ave._(""Oakland""_by_Lloyd)***Childish_Gambino",0.15,0.516,0.0163,0.58,0.718,1
Accelerate***Jungle,0.106,0.653,0.568,0.49,0.781,1
0_To_100_/_The_Catch_Up***Drake,0.763,0.707,0.0,0.497,0.709,1
Hot_N*gga***Bobby_Shmurda,0.0505,0.794,1.81e-06,0.189,0.51,1
You'll_Never_Walk_Alone_-_2002_Remastered_Version***Gerry_&_The_Pacemakers,0.394,0.484,0.0,0.282,0.265,1
Your_Soul***Hippie_Sabotage,0.000599,0.487,0.0339,0.076,0.68,1
dance_yrself_clean_-_live_at_madison_square_garden***LCD_Soundsystem,0.0126,0.6,0.05,0.372,0.811,1
Running_Up_That_Hill_(A_Deal_With_God)***Kate_Bush,0.713,0.628,0.00233,0.182,0.575,1
High_Ball_Stepper***Jack_White,0.0323,0.227,0.125,0.36,0.635,1
The_Great_Gig_In_The_Sky_-_2011_Remastered_Version***Pink_Floyd,0.768,0.275,0.897,0.176,0.216,1
All_We_Need_(feat._Shy_Girls)***ODESZA,0.00416,0.644,0.0168,0.302,0.848,1
Catamaran***Allah-Las,0.00692,0.564,0.00175,0.695,0.846,1
Fool***Perfume_Genius,0.712,0.277,0.0459,0.0576,0.29,1
Bulbform***TR/ST,0.296,0.609,0.0785,0.416,0.909,1
Passing_Out_Pieces***Mac_Demarco,0.000563,0.417,3.31e-06,0.44,0.73,1
Tuesday***ILoveMakonnen,0.36,0.784,0.000684,0.503,0.649,1
Drop_Dead_Baby***Ty_Segall,0.0674,0.289,0.917,0.302,0.942,1
My_Sunshine***Ty_Segall,0.00342,0.313,0.0,0.709,0.893,1
BIG_Fun_-_Full_Intention_88_Remix***Inner_City,0.000588,0.803,0.9,0.17,0.769,1
Natty_Dread_A_Weh_She_Want***Horace_Andy,0.0421,0.895,9.72e-06,0.961,0.517,1
DLZ***TV_On_The_Radio,0.0326,0.598,0.00265,0.593,0.885,1
Whatcha_Gonna_Do***Koopsta_Knicca,0.123,0.749,0.164,0.61,0.855,1
18_With_A_Bullet***Pete_Wingfield,0.0625,0.758,0.000144,0.26,0.629,1
The_Boss***James_Brown,0.602,0.746,0.00824,0.596,0.484,1
Drifting_In_And_Out***Porcelain_Raft,0.00234,0.191,0.283,0.313,0.979,1
Made_Me***Snootie_Wild,0.0389,0.856,9.03e-06,0.369,0.719,1
Way_to_be_Loved***TOPS,0.605,0.583,0.000691,0.621,0.515,1
Just_Wanna_Love_You_Girl***Epsilons,0.00042,0.22,0.000541,0.72,0.94,1
Be_Brave***The_Strange_Boys,0.464,0.535,9.32e-05,0.956,0.91,1
Tupelo_(Pt._1)_-_Single_Version***Albert_King,0.619,0.722,0.0786,0.466,0.28,1
Candyman***Cornershop,0.0758,0.747,0.897,0.57,0.894,1
Somebody_Was_Watching***Pops_Staples,0.565,0.63,0.00146,0.573,0.374,1
Tupelo_-_Part_1***Pop_Staples,0.615,0.508,0.0352,0.484,0.247,1
Tupelo***Steve_Cropper,0.207,0.54,0.0765,0.411,0.21,1
"Damn_Son,_Where'd_You_Find_This?_-_Future_of_TRAP_Mix***Trendsetter",0.114,0.665,0.303,0.0373,0.513,1
I'm_in_LOVE_With_GO-GO_Dancer_(Disco_Diva)_-_Future_of_TRAP_Mix***Trendsetter,0.00884,0.51,0.286,0.094,0.603,1
Damn_Son_Where'd_You_Find_This?_(feat._Kelly_Holiday)_-_Markus_Maximus_Remix***Markus_Maximus,0.114,0.665,0.303,0.0373,0.513,1
Work_-_The_Advent_&_Spiriakos_Remix***ZZT,0.000321,0.647,0.833,0.188,0.793,1
Mannish_Boy***Muddy_Waters,0.612,0.649,0.0,0.478,0.406,1
Holding_On***Disclosure,0.172,0.683,0.000231,0.836,0.805,1
"Mozart:_Requiem_in_D_Minor,_K._626:_VIII._Lacrimosa***Nikolaus_Harnoncourt",0.99,0.148,0.595,0.0638,0.031,1
My_Main***Mykfresh,0.227,0.873,0.0,0.647,0.504,1
"Southern_Man_-_Live***Crosby,_Stills,_Nash_&_Young",0.00497,0.376,0.149,0.807,0.801,1
Won't_Look_Back***Duke_Dumont,0.0113,0.523,0.204,0.428,0.863,1
Chrome_Knight_-_Feat._Chromeo***Surkin,0.0226,0.586,0.00827,0.523,0.892,1
Black_Boy***Pops_Staples,0.666,0.827,0.443,0.94,0.503,1
Give_Me_The_Sunshine***Leo's_Sunshipp,0.11,0.589,0.204,0.869,0.616,1
Motherless_Child***Romare,0.391,0.702,0.8,0.292,0.495,1
Giudecca***Ghost_Culture,0.0975,0.582,0.912,0.358,0.875,1
Living_Every_Dream***Antwon,0.0169,0.374,2.72e-05,0.422,0.853,1
Easy_Rider***Action_Bronson,0.0339,0.422,0.0,0.667,0.851,1
Nissim***The_Gaslamp_Killer,0.127,0.474,0.0197,0.243,0.837,1
Topless***Orlando_Julius,0.13,0.61,0.00283,0.925,0.672,1
Breakthrough***The_Funkees,0.597,0.571,0.0108,0.54,0.836,1
Stand_Up_-_Tiger_&_Woods_Remix***Pitchben,0.0672,0.802,0.0197,0.68,0.872,1
Blow_a_Bag***Future,0.218,0.793,4.95e-06,0.16,0.607,1
Ain't_got_nobody***Sísý_Ey,0.0319,0.846,0.0398,0.671,0.472,1
I_Want'a_Do_Something_Freaky_To_You***Leon_Haywood,0.269,0.575,0.0121,0.901,0.641,1
I_Got_a_Feeling***Shit_Robot,0.000997,0.787,0.811,0.507,0.916,1
Standard***Empress_Of,0.304,0.614,0.0116,0.284,0.575,1
What_I_Might_Do_-_Club_Mix***Ben_Pearce,0.103,0.835,0.81,0.304,0.481,1
Let's_Lovedance_Tonight_-_Danny_Krivit_Re-edit_-_Original_Disco_Version***Gary's_Gang,0.201,0.696,0.00125,0.971,0.852,1
Do_You_Love_Me***The_Contours,0.611,0.597,0.0,0.767,0.71,1
Too_Bad_I_Have_To_Destroy_You_Now***Kid_Cudi,0.0185,0.609,0.0195,0.0944,0.664,1
Louie_Louie***The_Sonics,0.737,0.571,0.0281,0.813,0.839,1
Heart_Full_of_Soul***The_Yardbirds,0.229,0.494,5.69e-05,0.704,0.666,1
For_Your_Love***The_Yardbirds,0.236,0.347,0.0,0.594,0.638,1
Sunshine_Of_Your_Love***Cream,0.436,0.684,9.77e-05,0.821,0.486,1
Taifa_-_The_Emperor_Machine_Mix***Partial_Arts,0.000641,0.787,0.912,0.214,0.679,1
Taifa***Partial_Arts,0.00254,0.696,0.834,0.537,0.643,1
Make_It***Patrick_Di_Stefano,0.0043,0.894,0.348,0.715,0.676,1
Face_It***Master_C_&_J,0.00524,0.81,0.854,0.817,0.547,1
Mary-Mary_(M&M_Unreleased_Mix)_[feat._Dajae]***Grand_High_Priest,0.0263,0.739,0.407,0.855,0.878,1
Supernature_-_Edit***Cerrone,0.000173,0.641,0.425,0.827,0.954,1
I'll_Be_Good***Rene_&_Angela,0.136,0.829,2.15e-05,0.744,0.65,1
Defected_In_The_House_Ibiza_2013_Mixtape***Simon_Dunmore,0.00479,0.777,0.0244,0.482,0.671,1
"A_Day_In_The_Life_-_feat._RZA,_The_Mars_Volta_&_AG_+_Good_Hygiene_feat._Tim_Meadows_Amended_CD_Version***Handsome_Boy_Modeling_School",0.271,0.567,0.0,0.598,0.851,1
Episode_I_-_Duel_of_The_Fates***John_Williams,0.934,0.44,0.811,0.217,0.433,1
Three_Cool_Cats***The_Coasters,0.813,0.745,0.0,0.776,0.544,1
Mercy***The_Third_Degree,0.00113,0.616,1.67e-06,0.802,0.943,1
Do_I_Love_You?***The_Ronettes,0.557,0.462,0.000881,0.375,0.714,1
Night_on_Bald_Mountain***Modest_Mussorgsky,0.916,0.334,0.837,0.0549,0.265,1
Akue_We_Non_Houme_-_Jerk_Fon***T._P._Orchestre_Poly-Rythmo,0.00325,0.686,0.000123,0.861,0.61,1
Ecoute_ma_mélodie_-_Bossa_Afro***T._P._Orchestre_Poly-Rythmo,0.517,0.691,0.0164,0.96,0.714,1
Ole***The_Funkees,0.292,0.592,0.268,0.927,0.688,1
Greetings***Joni_Haastrup,0.0164,0.653,0.0311,0.796,0.875,1
5thep***Todd_Osborn,0.0314,0.86,0.38,0.826,0.857,1
Cavern***Liquid_Liquid,0.0114,0.682,0.735,0.334,0.78,1
Your_Love***Mick_Jenkins,0.0491,0.703,0.0,0.689,0.464,1
Sleepwalk***Santo_&_Johnny,0.895,0.444,0.64,0.364,0.412,1
What_I_Might_Do_-_Kilter_Remix***Ben_Pearce,0.0624,0.476,0.353,0.419,0.571,1
Waiting_Around_For_Grace***Pond,0.000286,0.313,2.26e-05,0.389,0.872,1
Nobodys_Fool_-_Ben_Pearce_Remix***Real_Connoisseur,4.19e-05,0.636,0.887,0.611,0.864,1
Smoke_On_The_Water***Deep_Purple,0.0983,0.632,0.581,0.889,0.586,1
Able_to_See_Me***Hippie_Sabotage,0.314,0.43,0.000286,0.0537,0.734,1
Oogum_Boogum_Song***Brenton_Wood,0.809,0.833,0.0,0.954,0.684,1
The_Gaudy_Side_of_Town***Gayngs,0.723,0.688,0.625,0.63,0.421,1
The_Walker***Gayngs,0.577,0.438,0.759,0.134,0.404,1
Ultimate_Painting***Ultimate_Painting,0.59,0.789,0.802,0.713,0.698,1
Agorinha***Sango,0.156,0.819,0.000136,0.555,0.671,1
I'm_Glad***Captain_Beefheart_&_His_Magic_Band,0.887,0.366,0.263,0.352,0.407,1
Apollo_Throwdown_(Star_Slinger_Remix)***The_Go!_Team,0.149,0.71,2.1e-05,0.492,0.959,1
Boys_Life***Small_Black,0.00727,0.582,0.202,0.638,0.734,1
Dirt_And_Grime***Fathers_Children,0.349,0.545,2.92e-06,0.685,0.507,1
Pedestrian_at_Best***Courtney_Barnett,4.61e-06,0.479,5.72e-05,0.55,0.854,1
Middle***DJ_Snake,0.0175,0.564,0.0,0.231,0.737,1
Something_About_You_-_Extended_Mix***Hayden_James,0.198,0.89,0.273,0.717,0.52,1
Only_You***Mac_Demarco,0.00543,0.363,0.00105,0.736,0.755,1
The_One***ZHU,0.101,0.867,0.683,0.696,0.669,1
Way_Down_We_Go***Kaleo,0.612,0.59,0.000162,0.262,0.578,1
Deeper_Than_Love***Colleen_Green,0.000825,0.832,0.825,0.854,0.496,1
Back_Pocket***Vulfpeck,0.478,0.839,0.00281,0.894,0.585,1
All_I_Wanna_Do***The_Beach_Boys,0.0716,0.447,0.00426,0.309,0.416,1
Water***Jamaican_Queens,0.0328,0.598,2.72e-05,0.2,0.657,1
You***Ejeca,0.0664,0.643,0.884,0.658,0.889,1
Voodoo_Ray_-_Danny_Tenaglia_Remix***A_Guy_Called_Gerald,0.00324,0.746,0.672,0.627,0.613,1
Jack***Breach,0.000624,0.906,0.0857,0.646,0.648,1
Jack***Breach,0.000334,0.907,0.425,0.614,0.616,1
Mary_Jane_(Jamie_Xx_-_Girl_Remix)***Jamie_xx,0.331,0.578,0.0,0.635,0.633,1
Chunky_-_Club_Mix***Format:B,0.00431,0.808,0.598,0.69,0.916,1
One_Who_Lost***DJ_Dodger_Stadium,0.0252,0.745,0.878,0.49,0.894,1
Delorean_Dynamite***Todd_Terje,0.0125,0.634,0.84,0.233,0.858,1
Do_You_Want_a_Man_-_Heaven_&_Hell_Remix***William_Onyeabor,0.198,0.603,0.00035,0.814,0.921,1
Celebrando***CLUBZ,0.00166,0.587,0.53,0.696,0.841,1
No_Eyes_(Radio_Edit)***Claptone,0.0289,0.93,0.00244,0.577,0.483,1
Fanfare***Magic_City_Hippies,0.0124,0.585,0.0164,0.715,0.62,1
Dorothy***Polo_&_Pan,0.0245,0.803,0.405,0.451,0.427,1
Long_Cool_Woman_(In_A_Black_Dress)_-_1999_Remastered_Version***The_Hollies,0.411,0.757,0.00221,0.787,0.868,1
Bang_A_Gong_[Get_It_On]_(Remastered_Single/LP_Version)***T._Rex,0.157,0.729,0.285,0.909,0.818,1
Paris_Groove_(Original_Mix)***Boston_Bun,2.6e-05,0.76,0.076,0.683,0.669,1
Nothing***HNNY,0.000885,0.79,0.446,0.961,0.427,1
Hey_DJ***Worlds_Famous_Supreme_Team,0.207,0.786,0.0012,0.9,0.963,1
Tighten_Up_-_Pt._1***Archie_Bell_&_The_Drells,0.242,0.708,0.000147,0.717,0.441,1
Ohye_Atar_Gyan***Ebo_Taylor,0.643,0.729,0.135,0.872,0.666,1
Heaven***Ebo_Taylor,0.312,0.76,0.534,0.682,0.636,1
I'm_Walkin'_-_2002_Digital_Remaster***Fats_Domino,0.847,0.661,0.334,0.975,0.76,1
"Bizarre_Love_Triangle_-_Shep_Pettibone_12""_Remix***New_Order",0.00428,0.704,0.28,0.865,0.895,1
Dreams_Never_End_-_2015_Remastered_Version***New_Order,0.0154,0.606,0.905,0.82,0.913,1
Plastic_-_Extended_Mix***New_Order,0.00207,0.587,0.579,0.539,0.915,1
You_Are_the_Right_One***Sports,0.16,0.66,0.848,0.835,0.591,1
Let_Me_Try***Kaleidoscope,0.000779,0.34,0.0188,0.39,0.454,1
Thinking_of_You***Lord_Echo,0.0476,0.723,0.00147,0.573,0.755,1
Just_Say_The_Word***Jerry_Townes,0.717,0.285,0.0,0.48,0.512,1
Obi_Agye_Me_Dofo***Vis_à_Vis,0.218,0.63,0.0527,0.698,0.862,1
I'm_Going_Down***Rose_Royce,0.783,0.418,6.61e-05,0.342,0.0962,1
Said_So_What***French_Kicks,0.087,0.529,6.34e-06,0.104,0.571,1
Carl_Sagan***Night_Moves,0.0112,0.465,0.802,0.47,0.727,1
Muzik_Xpress***X-Press_2,0.0133,0.69,0.907,0.62,0.911,1
A_Hundred_Ropes***Minor_Victories,0.0044,0.449,0.897,0.296,0.962,1
No_Woman***Whitney,0.9,0.582,0.538,0.414,0.401,1
Episode_I_-_Duel_of_The_Fates***John_Williams,0.934,0.44,0.811,0.217,0.433,1
Giant***The_The,0.0395,0.669,0.406,0.921,0.904,1
Hush***Magic_City_Hippies,0.189,0.622,0.0124,0.576,0.752,1
Desire***DILLY_DALLY,6.89e-05,0.286,0.034,0.185,0.704,1
Shut_Up_Kiss_Me***Angel_Olsen,0.0552,0.373,0.0,0.357,0.63,1
No_Heart***21_Savage,0.136,0.906,6.44e-05,0.68,0.444,1
We_Want_Some_Pussy***Ezale,0.00134,0.789,1.39e-06,0.562,0.682,1
We_Out_Here***Ezale,0.155,0.822,0.000632,0.608,0.863,1
By_Design***Kid_Cudi,0.0599,0.756,0.000562,0.426,0.853,1
Aloha***Chris_Bear,0.189,0.555,0.459,0.23,0.759,1
Bad_and_Boujee_(feat._Lil_Uzi_Vert)***Migos,0.0633,0.897,0.0,0.204,0.661,1
The_Winner_Is_-_from_Little_Miss_Sunshine***DeVotchKa,0.56,0.654,0.907,0.124,0.499,1
Virile***The_Blaze,0.0442,0.679,0.793,0.289,0.462,1
Let_Me_Tell_U***Jimmy_Edgar,0.0004,0.804,0.935,0.0451,0.64,1
Wonky_Bassline_Disco_Banger***Red_Rack'Em,0.078,0.815,0.826,0.616,0.459,1
Remember***Gino_Soccio,1.65e-05,0.499,0.941,0.367,0.506,1
Anti_Social_Tendencies***The_Parallax_Corporation,0.0423,0.84,0.613,0.468,0.918,1
What_Time_Is_Love_(Live_at_SSL_mix)***Lifelike,0.0109,0.816,0.756,0.144,0.747,1
The_Spirit_Blossoms_All_Over_the_Land***Onra,0.016,0.646,0.0243,0.635,0.757,1
On_the_Lips***Frankie_Cosmos,0.028,0.658,0.00356,0.881,0.568,1
Stripper***Fancy_Fux,0.00159,0.865,0.428,0.595,0.603,1
Operator_(Ring_Ring)_ft._Dances_With_White_Girls***Chris_Lake,0.003,0.754,0.795,0.55,0.968,1
Big_Jet_Plane_-_Animal_Trainer_Remix***Jan_Blomqvist,0.0372,0.89,0.385,0.195,0.443,1
Fight***Nicolas_Jaar,0.514,0.731,0.332,0.33,0.638,1
Bambi***Jidenna,0.109,0.748,0.0,0.194,0.623,1
Raindrops***The_Silvertones,0.758,0.744,0.0,0.775,0.555,1
Truths_&_Rights***Johnny_Osbourne,0.34,0.77,0.0,0.869,0.409,1
Smoke***Ohio_Players,0.269,0.663,8.81e-05,0.899,0.602,1
You_Are_My_Special_Angel***The_Vogues,0.411,0.236,5.43e-06,0.313,0.706,1
Just_A_Little_Lovin'***Dusty_Springfield,0.666,0.354,0.0,0.561,0.366,1
Unchained_Melody***The_Righteous_Brothers,0.517,0.367,0.0,0.255,0.215,1
Howl***Florence_+_The_Machine,0.00594,0.58,0.00163,0.285,0.859,1
For_Free***DJ_Khaled,0.0173,0.916,1.11e-06,0.467,0.571,1
Mystery_Of_Love***Mr._Fingers,0.0681,0.767,0.91,0.578,0.686,1
Hung_Over***The_Martini's,0.0853,0.864,0.778,0.74,0.552,1
